Gender,Income,Education_Level,Travel_Frequency,Preferred_Activities,Vacation_Budget,Location,Proximity_to_Mountains,Proximity_to_Beaches,Favorite_Season,Pets,Environmental_Concerns,Preference,AgeGroup
1,26973,3,2,1,2683,0,86,139,1,0,0,1,1
0,31670,1,8,3,263,2,249,280,3,1,0,0,1
0,40693,1,9,1,1480,1,149,242,3,1,1,1,1
1,817,0,9,0,1251,1,259,171,3,1,0,0,2
2,37272,0,5,3,945,0,270,47,1,1,1,0,0
1,4155,0,8,0,3230,1,233,288,1,1,0,1,0
1,23294,0,2,2,125,1,24,18,3,1,1,0,3
1,20796,2,4,0,1180,0,216,17,0,0,1,0,2
2,28098,1,9,3,2209,1,197,89,0,1,0,0,0
1,34593,3,1,2,2853,2,156,266,3,0,1,0,1
1,1258,1,0,2,3342,1,239,290,2,0,0,0,3
1,36941,1,0,3,721,0,74,128,0,0,1,0,2
0,29307,3,7,2,1856,0,227,57,2,0,0,0,0
2,589,1,5,2,3186,1,84,190,1,1,0,0,0
0,16427,2,5,0,1726,1,126,71,1,0,0,0,2
0,34298,3,1,0,960,1,72,232,2,1,1,1,0
1,2859,0,9,1,2988,1,70,251,1,1,1,1,3
0,39535,0,4,3,811,2,228,172,2,1,0,0,1
1,10033,2,3,1,1384,1,234,105,0,1,0,0,0
1,35489,1,9,2,2240,1,233,271,1,0,0,0,3
1,9386,3,1,1,4062,2,75,168,2,0,1,1,0
0,28814,3,1,3,1534,2,6,79,0,1,0,0,0
2,28843,3,5,3,1829,0,3,178,0,1,0,0,0
1,19768,3,7,3,2573,0,135,280,3,1,1,0,0
2,39191,0,9,0,2870,1,296,141,2,1,0,0,1
2,36082,3,3,0,432,1,177,43,3,1,1,0,1
0,19180,3,2,1,89,2,21,216,3,1,0,1,2
1,1925,0,4,2,3337,2,184,167,0,0,1,0,0
0,34039,1,6,2,1118,2,133,162,3,1,0,0,2
2,18465,3,3,3,2693,2,210,65,1,0,0,0,0
2,5511,0,2,3,1113,1,84,186,0,1,0,0,3
2,40486,1,3,2,3509,0,298,100,3,0,1,0,3
1,32875,2,3,0,1813,2,203,39,2,0,0,0,2
1,34018,0,5,0,807,1,134,161,2,0,0,1,0
0,20675,0,5,3,4083,2,79,281,3,1,1,0,2
2,9877,0,2,2,3914,1,181,210,3,0,0,0,2
1,8342,0,4,0,584,2,228,107,0,1,0,0,1
2,36984,2,5,1,4327,2,8,284,2,1,0,1,0
1,1834,2,8,3,3015,1,196,278,3,0,0,0,0
0,11767,2,6,2,1568,2,87,67,3,1,1,0,0
2,19199,2,8,0,1021,2,138,260,1,0,1,1,3
1,37651,2,6,0,2897,0,119,80,0,0,1,0,1
0,2560,1,0,3,1216,2,224,262,1,0,1,0,2
0,16981,1,4,0,965,1,143,96,1,0,0,0,0
1,17672,0,2,2,470,2,240,165,3,1,1,0,1
0,17556,0,7,1,3809,0,200,128,3,0,0,0,1
1,18449,1,3,0,3068,0,227,32,1,0,0,0,1
2,35563,1,3,1,2407,1,11,113,0,0,1,1,2
0,16695,1,5,2,2380,1,131,60,0,0,1,0,2
2,4482,1,0,1,3541,1,33,254,1,0,1,1,2
1,21309,3,8,1,1707,0,262,260,1,0,0,0,2
2,22147,2,7,2,1842,0,79,88,2,1,1,0,0
0,17792,3,7,3,4068,1,53,209,0,0,1,0,3
0,11875,0,0,2,2663,1,38,276,2,0,1,0,0
0,10396,0,0,1,3399,1,204,54,3,0,0,0,1
0,17341,2,4,0,1120,1,251,73,3,1,1,0,0
1,40960,0,7,0,4490,1,149,153,1,1,0,1,2
2,22015,3,6,1,185,1,291,50,3,1,1,0,0
1,33208,0,2,1,3455,2,233,188,1,1,1,0,0
0,24885,0,2,3,2096,1,45,43,1,0,0,0,3
2,21830,3,1,1,1146,1,92,269,2,0,0,1,1
0,8231,2,0,1,1751,0,117,194,1,1,0,1,0
2,31576,3,3,1,2745,0,55,236,2,0,1,1,2
2,16535,2,8,0,2472,2,275,87,2,1,1,0,1
0,25255,2,8,2,30,1,203,218,3,1,1,0,0
1,763,2,2,0,2994,1,112,146,0,1,1,1,2
0,34887,0,4,3,228,1,240,100,1,0,1,0,1
2,30854,1,1,2,2822,1,152,21,2,1,1,0,1
1,24865,3,8,3,1992,1,56,65,1,1,1,0,1
1,15030,0,6,3,1678,1,270,199,2,0,0,0,0
1,5378,3,4,0,3542,0,44,50,0,1,0,1,3
1,13329,0,0,1,2703,1,170,166,3,1,0,0,2
2,35584,2,7,2,2615,1,192,200,0,1,1,0,1
2,36679,3,0,0,2416,1,221,270,1,1,0,1,0
0,1126,1,0,1,2104,0,113,176,3,1,1,1,1
2,12611,3,4,1,2973,1,242,238,3,1,0,0,1
0,25162,3,2,2,4067,0,214,277,2,0,0,0,2
2,30260,1,8,1,1799,1,117,268,0,1,0,1,3
0,34634,1,8,1,3541,0,77,203,0,1,1,1,0
1,19260,1,9,3,3034,0,16,115,2,1,0,0,1
1,24578,1,5,3,2511,0,206,116,3,0,0,0,1
2,33140,0,9,1,1450,0,160,28,2,1,0,0,1
1,37531,2,3,0,2833,2,264,148,1,0,1,0,2
0,9178,3,5,3,695,2,45,270,0,1,0,0,0
0,21289,2,5,3,1254,1,262,75,0,1,0,0,1
1,10967,0,7,2,1893,0,275,151,2,1,0,0,0
1,18655,3,4,1,3572,0,131,255,1,0,0,1,3
1,5074,0,3,0,3449,1,254,102,3,1,0,0,1
2,23164,0,7,3,2953,2,218,211,3,1,1,0,0
0,11960,1,5,1,1020,0,67,250,1,0,0,1,0
2,12068,3,6,3,1384,0,21,175,3,1,1,0,2
2,33696,0,5,0,3466,2,34,38,0,0,1,1,2
0,38171,3,1,3,3938,2,81,174,3,1,1,0,0
0,25346,0,7,0,394,2,272,90,0,1,1,0,1
0,14910,0,8,3,507,1,37,104,3,0,1,0,0
2,22505,3,0,2,3375,1,73,165,0,0,1,0,2
0,15274,2,2,1,200,1,128,290,3,0,1,1,0
1,39,1,9,3,2257,0,263,181,3,0,0,0,2
0,29277,0,7,3,3178,0,85,218,0,1,0,0,2
2,38240,2,2,1,1151,1,176,73,1,1,1,0,2
1,36106,0,4,0,3388,0,11,98,0,1,1,1,0
1,3737,2,4,1,1678,1,43,168,0,1,0,1,2
2,28415,1,0,1,3365,0,239,208,3,1,1,0,3
2,2366,2,9,1,2716,0,33,257,1,1,0,1,3
0,31305,1,9,3,3113,2,109,211,2,0,0,0,3
1,19389,3,6,3,2380,2,63,202,2,1,1,0,3
0,32483,2,3,0,1768,2,83,291,0,1,1,1,2
1,10862,0,2,0,3708,0,178,188,0,0,0,1,3
2,7106,2,2,2,3873,1,69,155,0,0,1,0,2
1,15295,0,4,0,4210,0,266,52,2,0,1,0,1
1,13111,3,5,0,1975,0,36,216,3,0,0,1,2
1,7594,1,0,3,4425,1,229,102,2,0,1,0,1
0,18019,3,5,1,2303,1,211,190,0,1,0,0,2
1,4477,0,5,3,845,0,118,189,3,0,1,0,0
0,39581,3,3,2,2474,1,189,268,1,0,1,0,3
1,3175,0,6,1,2913,0,74,89,3,0,0,1,3
0,37292,2,5,3,1972,2,32,6,2,1,1,0,3
0,29097,2,1,1,243,2,134,260,3,0,0,1,1
1,39004,0,4,2,439,0,43,50,0,1,1,0,0
2,37437,2,5,1,1756,2,216,42,1,0,1,0,0
2,2029,3,1,3,3832,1,48,7,2,1,1,0,2
1,40648,1,9,0,4486,2,213,238,3,0,1,1,0
1,22694,0,3,2,1103,0,113,86,1,1,1,0,0
2,27634,2,4,3,1965,0,118,31,2,1,1,0,0
0,19085,1,3,1,3864,0,261,105,1,1,0,0,2
2,6389,1,3,0,523,2,174,241,1,0,0,1,2
2,10253,1,8,1,3779,2,123,16,2,1,0,0,0
2,6748,2,1,3,1859,0,157,105,3,1,1,0,2
0,14711,3,5,3,4265,0,0,205,0,1,0,0,1
2,38202,0,9,3,1402,2,104,184,3,0,0,0,1
1,37432,3,0,2,2258,2,185,155,0,1,0,0,0
1,7766,2,5,0,1845,2,206,274,2,0,0,1,0
0,28114,2,6,3,442,2,269,200,1,1,1,0,1
1,26575,0,4,1,2221,2,276,100,0,0,1,0,0
0,40935,0,8,2,798,1,179,274,1,1,1,0,1
2,14641,2,6,3,1430,2,266,100,1,0,0,0,0
2,11331,0,5,1,1849,0,5,260,2,1,0,1,3
1,25006,1,3,0,2276,1,169,69,1,0,1,0,0
1,28558,0,9,0,1466,1,264,206,0,1,1,0,2
2,25635,1,0,1,3934,2,157,168,2,1,1,1,1
2,7141,3,2,0,3397,2,68,136,3,1,0,1,2
1,34448,1,9,1,1430,0,235,28,2,0,1,0,1
0,15544,1,4,0,619,2,210,287,1,0,1,1,2
0,2915,2,3,2,221,0,53,261,2,1,0,0,2
0,33623,1,0,1,1480,0,260,263,3,0,1,1,1
1,14443,0,8,0,3850,0,148,51,0,0,1,0,1
0,25488,2,9,3,2029,1,237,179,1,0,1,0,0
0,36546,1,5,2,1023,2,223,58,2,0,0,0,2
2,38329,1,8,1,853,2,134,166,2,1,1,1,0
2,22774,2,5,0,1594,1,38,184,0,1,1,1,0
2,21188,0,5,2,1970,2,72,11,0,0,1,0,2
2,6113,0,3,2,455,0,170,294,3,1,1,0,1
2,36786,0,4,2,2489,2,230,212,1,1,0,0,1
1,36959,3,9,1,1835,2,213,80,2,1,0,0,0
0,7178,0,5,1,1931,1,80,176,2,0,1,1,1
0,14619,1,0,2,4181,0,177,1,1,0,1,0,2
1,29662,1,7,1,3063,1,19,79,1,1,1,1,2
0,1657,3,1,3,732,0,111,259,2,0,1,0,1
0,13134,3,1,3,567,2,39,148,0,1,1,0,1
0,39085,0,0,2,260,1,223,215,2,0,1,0,2
2,15144,0,2,2,54,0,281,214,3,1,1,0,1
2,40683,0,7,3,2921,2,119,286,1,1,1,0,2
1,37710,2,2,0,1154,2,276,129,1,1,0,0,3
2,19408,1,1,3,4387,0,252,267,0,0,0,0,2
0,30365,2,5,1,1558,2,146,120,0,1,1,0,3
1,39399,2,7,3,2941,2,117,254,0,0,1,0,0
0,37930,1,3,3,1910,1,9,153,0,1,1,0,1
0,29464,3,5,0,1485,0,173,257,2,1,1,1,3
1,13749,0,3,2,196,1,4,60,1,0,0,0,1
0,51,3,8,0,4383,2,128,22,3,0,0,0,2
1,23914,2,9,3,3351,2,264,65,1,1,0,0,1
1,17664,2,5,2,645,0,122,118,1,1,1,0,0
0,2568,1,8,3,609,1,33,127,0,1,1,0,0
0,19424,3,4,2,3405,2,36,140,0,0,1,0,3
0,11535,1,6,3,935,2,18,211,3,1,1,0,2
0,35844,1,4,0,1042,2,288,278,2,0,0,0,2
1,10533,0,6,3,2555,1,66,70,2,1,1,0,2
2,770,0,6,1,1678,2,247,284,0,0,1,1,2
0,32259,2,3,2,3844,0,158,111,2,1,1,0,2
1,32896,1,5,3,637,1,153,216,1,0,0,0,3
2,4862,3,7,0,1400,1,293,95,3,0,1,0,1
1,30554,3,7,0,3466,2,93,75,2,1,1,0,1
2,24493,2,0,2,1176,2,77,255,0,1,1,0,2
2,33223,2,9,2,387,1,190,71,3,0,1,0,3
2,27501,2,3,0,442,0,37,239,0,0,0,1,0
0,10977,3,3,0,854,2,201,119,3,0,1,0,1
2,27338,1,2,0,3654,1,35,148,3,0,1,1,2
2,27056,1,3,0,1344,2,14,61,0,1,1,1,2
1,30982,2,0,1,187,1,77,151,0,0,0,1,1
0,2645,1,3,2,3278,1,106,295,1,1,0,0,1
1,17922,2,3,2,840,1,115,257,1,0,1,0,1
0,20310,2,8,0,2750,2,34,182,2,1,0,1,1
0,34825,0,8,3,2068,2,213,14,2,0,0,0,0
0,22880,0,8,1,2310,2,161,128,2,0,1,0,3
2,38887,3,3,3,1683,1,91,281,0,0,1,0,1
0,12779,3,8,2,3206,1,115,277,2,1,0,0,3
0,23133,2,9,3,618,2,200,278,3,1,1,0,0
0,10083,1,7,2,3895,1,92,148,1,0,0,0,3
0,16971,0,2,0,3187,1,28,288,2,1,0,1,2
1,35089,0,4,3,132,1,183,156,1,1,1,0,2
2,16930,2,4,0,1266,1,207,133,3,1,1,0,2
0,34847,0,9,2,3039,2,276,30,2,0,1,0,2
2,17138,1,0,0,1570,0,293,54,3,1,1,0,2
2,15509,3,5,3,3976,1,170,31,1,0,1,0,3
0,18386,2,9,3,4073,2,182,208,0,1,0,0,1
0,39533,1,5,0,3262,1,259,89,2,1,0,0,1
2,1531,0,3,1,1211,0,178,5,3,0,0,0,1
2,20006,0,4,0,3483,0,148,162,2,1,0,1,2
1,3336,1,7,3,778,2,118,203,0,1,0,0,1
2,28091,2,3,0,4314,0,298,222,0,0,0,0,1
0,12029,0,6,1,3020,1,219,99,2,1,0,0,1
2,35879,3,0,2,3322,2,290,157,3,0,1,0,0
0,37204,3,2,1,338,0,105,165,0,0,1,1,2
1,12629,1,4,0,2686,1,256,214,1,1,0,0,0
0,24009,0,3,2,2349,0,35,213,2,0,1,0,2
0,25490,1,4,2,1785,0,290,100,2,1,0,0,2
2,28777,2,1,3,929,2,123,141,3,1,0,0,2
2,6423,2,8,3,356,1,297,216,3,0,1,0,3
0,15889,1,7,1,1605,0,78,27,0,0,1,0,1
1,3848,2,5,1,1023,1,288,250,1,1,1,0,2
0,5254,3,4,3,210,2,294,93,1,0,1,0,3
0,12578,1,6,1,2474,1,279,288,2,0,1,1,2
0,26265,3,0,1,3445,1,50,197,3,1,1,1,2
0,19765,0,6,0,3763,1,129,138,1,1,1,1,1
1,10340,1,5,3,3249,1,129,268,0,0,1,0,1
0,16894,1,9,3,2884,2,16,33,1,0,1,0,0
0,11566,3,9,0,1042,0,141,197,2,0,1,1,0
0,26283,2,0,1,1616,1,23,262,0,0,0,1,0
2,33199,0,0,2,3458,0,247,216,3,1,0,0,0
2,37512,3,1,0,1068,1,178,65,2,0,0,0,2
1,11443,2,2,2,4356,0,144,261,0,1,1,0,2
1,8774,3,7,1,1162,0,13,4,0,0,1,0,2
0,15457,1,6,2,3896,1,201,198,3,1,0,0,2
1,24619,2,1,3,1850,0,62,197,2,1,0,0,1
0,14553,1,2,0,2025,0,99,259,2,0,0,1,1
1,1970,2,0,3,2491,2,208,47,0,0,1,0,1
2,39630,1,9,2,1456,0,76,36,0,1,1,0,0
0,40807,0,3,1,3386,1,80,203,2,1,1,1,1
0,35333,0,4,3,1436,2,135,58,0,1,1,0,2
2,13469,2,2,2,2308,0,95,56,0,1,0,0,0
1,3325,2,2,2,2401,2,104,94,3,1,1,0,0
0,19529,3,4,2,3381,1,182,278,2,0,1,0,3
2,4704,3,1,0,3258,0,111,201,1,0,0,1,0
1,14576,0,8,2,245,0,298,163,2,0,0,0,1
1,21311,3,5,2,3604,1,183,32,0,0,0,0,1
1,22813,0,8,3,4244,2,181,278,0,1,0,0,0
0,26954,1,2,3,130,2,19,136,3,0,0,0,1
2,24624,1,1,0,1828,2,132,91,1,0,0,0,2
0,6237,1,5,2,3366,1,57,116,3,1,1,0,2
1,35173,1,1,3,3364,1,119,207,1,0,1,0,3
0,9074,1,9,3,2855,1,18,219,1,0,0,0,0
1,12371,0,8,2,2198,0,187,244,0,1,1,0,0
1,26680,0,4,2,3171,1,189,4,2,1,0,0,2
2,6633,3,1,1,2471,2,56,197,0,1,1,1,3
0,20335,1,0,0,3707,0,78,229,1,1,1,1,0
2,22766,0,8,2,400,2,230,253,0,1,0,0,1
0,7343,0,9,3,3131,0,193,1,2,0,1,0,0
0,15021,1,4,0,396,2,115,50,3,1,1,0,3
0,3946,1,4,1,4263,2,156,208,1,0,1,1,2
1,5426,1,6,1,2921,0,25,132,0,0,1,1,1
2,2796,3,2,3,774,0,21,188,0,0,0,0,0
2,23755,3,9,0,4027,0,98,192,3,1,0,1,0
2,6855,0,5,3,4276,1,141,27,3,1,0,0,2
1,16715,0,5,2,2972,0,24,240,2,1,1,0,3
0,17840,2,1,0,3718,2,44,273,3,1,1,1,2
0,16693,3,0,0,884,0,170,141,0,0,1,0,0
1,4341,2,8,3,1969,0,28,89,0,1,0,0,1
0,28567,2,5,1,22,2,224,43,0,1,1,0,1
0,19158,1,6,0,128,1,70,205,0,1,1,1,3
2,26076,3,9,0,869,0,7,255,1,1,1,1,1
1,12819,1,5,1,38,1,105,191,3,0,0,1,2
0,39188,2,7,3,3415,0,203,95,3,0,0,0,3
1,1747,3,4,1,3162,2,267,258,3,1,1,0,3
1,3612,2,8,0,2527,1,11,248,2,0,0,1,3
0,34726,3,2,2,3421,2,127,175,0,1,1,0,2
0,830,1,2,0,4496,1,161,46,1,1,0,0,1
1,32458,2,0,2,2393,2,187,9,0,0,0,0,1
1,24903,3,2,1,290,0,32,157,2,0,1,1,2
0,32053,0,2,0,2260,2,264,84,3,1,1,0,2
2,24657,2,6,1,3983,2,56,240,0,1,1,1,0
0,30322,3,0,3,1708,0,45,292,3,1,0,0,2
1,34162,0,6,0,483,0,54,29,3,0,1,0,2
1,39584,3,9,0,2567,2,70,200,0,0,1,1,1
0,12210,3,0,0,11,2,141,240,1,0,0,1,3
0,34700,1,2,1,1364,0,187,252,0,1,0,1,3
1,15595,1,8,3,789,1,41,200,2,1,1,0,2
1,39250,2,8,2,2450,2,225,231,2,1,0,0,1
1,12497,1,8,3,1655,1,113,162,3,0,0,0,0
2,26087,0,3,3,1749,2,243,12,0,0,0,0,0
2,35552,0,2,3,1571,1,227,93,2,1,0,0,0
1,38992,0,4,0,3939,0,126,35,1,1,1,0,3
1,22198,0,6,0,4233,0,293,113,1,1,1,0,1
0,37262,1,1,0,2526,1,282,32,3,1,0,0,3
1,29528,1,7,3,3024,0,41,180,3,1,1,0,1
2,29759,3,7,2,4154,0,184,257,3,0,0,0,1
1,25907,0,7,0,3944,1,192,263,2,1,1,1,2
2,12847,3,8,1,3425,2,254,255,0,0,0,1,2
0,20502,0,8,2,3883,2,55,293,0,1,1,0,2
2,26683,1,1,1,3328,2,1,74,2,0,1,1,2
0,28252,0,8,2,3207,2,20,246,0,1,1,0,2
2,33430,2,4,3,885,2,197,138,1,0,1,0,1
2,35108,0,5,3,2815,1,295,184,2,1,0,0,1
2,6259,2,7,3,2803,1,59,192,3,0,1,0,3
2,28024,2,8,0,569,0,290,66,0,1,0,0,0
2,2552,0,4,2,2376,0,32,178,2,0,1,0,0
0,29294,2,1,1,1891,0,162,59,3,1,0,0,1
1,15826,1,7,3,2079,2,223,31,0,1,1,0,3
0,19018,1,5,2,4164,1,222,0,2,0,0,0,0
1,10326,0,4,3,3375,2,115,295,3,0,0,0,0
0,34218,3,2,0,1133,2,292,214,0,1,0,0,1
2,29862,2,5,3,3616,0,47,93,1,0,0,0,3
1,15290,2,6,2,3058,2,261,3,3,1,0,0,3
1,25884,1,6,2,826,0,297,235,0,1,0,0,0
0,30866,1,1,1,4223,1,77,220,1,1,1,1,1
1,7921,1,2,0,2812,1,276,222,2,1,1,0,0
2,32315,0,3,3,1565,0,219,134,0,1,1,0,2
1,25146,3,2,2,2120,0,148,15,0,1,0,0,2
0,29400,3,2,2,3200,0,282,44,2,0,1,0,1
1,20718,1,2,3,2133,0,120,58,0,1,1,0,1
0,14277,0,5,1,42,1,298,11,1,0,1,0,0
2,36782,3,1,0,1136,2,292,261,2,1,0,0,0
0,22403,0,1,2,3820,0,226,152,3,0,1,0,3
0,30406,3,6,3,3122,1,84,281,3,1,0,0,2
1,13712,1,2,2,2647,0,135,55,0,0,1,0,2
0,23369,1,0,0,937,2,242,184,2,0,0,0,3
0,4728,3,2,0,2250,0,15,242,0,0,0,1,3
0,2546,3,5,2,2442,1,207,271,3,0,0,0,2
0,35801,3,1,2,2335,0,17,233,3,1,0,0,3
0,37156,0,9,3,3377,1,119,96,2,0,0,0,2
0,23857,0,9,2,1490,0,113,10,0,1,0,0,1
1,12284,1,0,3,2054,1,167,230,2,1,1,0,0
1,29175,0,2,3,3777,1,270,123,2,1,1,0,0
0,5604,0,7,2,3249,0,34,295,3,0,1,0,2
0,16723,2,4,2,2713,1,260,161,1,1,1,0,2
0,29368,0,9,0,689,2,186,38,1,0,1,0,2
2,39195,0,1,3,2633,0,88,48,0,0,0,0,1
0,208,2,4,0,4075,2,167,141,0,0,1,0,3
1,11611,0,7,2,1236,1,234,126,1,0,1,0,0
1,37374,1,9,3,2322,1,50,296,0,1,0,0,0
0,10857,0,5,3,274,2,298,47,3,0,0,0,0
1,35711,3,5,1,483,2,268,141,0,1,0,0,2
1,10429,3,2,0,3582,2,130,77,1,1,0,0,2
2,9435,1,0,2,3896,1,47,297,0,1,0,0,0
0,38530,0,1,0,4046,1,89,224,0,0,1,1,2
1,18586,1,9,2,3465,0,55,264,2,0,0,0,0
1,40611,2,3,3,4161,2,274,295,3,1,1,0,0
0,39154,2,0,2,89,2,146,220,3,0,0,0,2
1,5203,0,4,2,2908,2,134,240,0,1,1,0,2
2,17403,1,7,1,2351,2,88,112,2,0,1,1,2
0,18982,1,3,0,1908,0,207,82,2,0,1,0,0
1,19244,0,2,2,2440,0,106,265,0,1,0,0,0
0,25933,2,1,2,4086,1,176,36,2,0,0,0,1
1,12061,3,0,3,1932,2,85,37,1,1,1,0,0
2,24610,2,6,1,2850,1,204,218,1,0,1,1,0
1,9659,3,3,0,430,1,291,100,2,0,0,0,2
2,32876,0,3,2,1246,0,121,97,1,1,1,0,1
0,34208,1,9,1,4385,0,254,168,3,0,1,0,0
2,38801,2,5,1,1883,2,153,238,3,1,0,1,1
0,39771,3,8,3,1885,0,53,247,1,0,0,0,1
1,2742,0,8,0,3674,2,44,275,3,1,1,1,3
1,19564,3,7,2,1626,0,146,190,3,0,0,0,2
1,1461,1,3,3,3504,1,151,81,3,1,0,0,3
1,10056,2,4,3,4211,1,176,251,0,0,0,0,0
0,35271,0,4,0,826,0,134,175,2,0,1,1,3
0,23906,0,5,3,23,0,85,176,2,0,1,0,2
1,16363,0,4,0,738,1,118,266,2,0,1,1,2
0,10555,3,9,1,1545,2,132,137,0,1,0,1,2
0,31385,1,9,3,3493,0,235,284,3,0,0,0,1
0,12625,3,7,2,3427,1,34,2,3,1,0,0,0
1,10289,1,8,0,1508,0,150,34,2,1,0,0,1
2,25234,0,6,1,161,2,47,197,1,1,1,1,0
2,1238,3,7,0,1737,2,156,115,1,0,1,0,2
0,18615,1,1,0,2134,0,299,230,0,1,1,0,3
2,36390,3,5,1,3077,0,17,290,3,0,0,1,0
2,25311,0,6,2,58,0,113,114,1,0,0,0,1
0,23958,1,1,2,3628,1,75,271,2,1,1,0,1
0,1050,1,1,0,3943,1,150,193,1,0,1,1,2
0,21984,1,3,2,82,0,41,157,1,1,0,0,1
1,13669,2,7,1,579,0,162,199,1,1,1,1,1
2,15016,2,0,2,2746,2,276,26,0,0,0,0,0
2,15740,1,7,3,3631,2,63,253,0,0,0,0,2
0,40102,3,3,3,2934,0,133,34,0,1,0,0,3
1,36298,2,1,3,3021,0,243,13,0,1,1,0,1
0,40380,0,7,0,1704,0,192,35,0,1,1,0,0
1,30032,1,9,0,2720,0,238,132,0,0,1,0,0
2,19100,1,0,1,4492,2,49,129,3,1,0,1,2
0,4762,0,9,0,3902,2,146,82,2,0,0,0,1
0,28307,3,4,1,3953,2,225,94,2,0,0,0,0
2,5447,3,4,3,724,1,190,50,0,0,1,0,0
1,19866,0,4,3,1966,2,109,52,0,0,0,0,2
1,14273,3,3,3,1225,2,81,49,0,1,0,0,0
2,9250,1,0,0,1702,0,229,225,2,1,0,0,1
1,40739,1,7,3,1145,1,80,176,0,1,1,0,0
2,1000,1,5,3,118,0,256,284,0,1,1,0,0
2,16736,0,0,2,4193,2,12,75,2,0,0,0,3
2,32728,1,3,1,1068,0,236,133,1,0,0,0,3
1,39002,0,3,3,2914,0,119,76,1,0,0,0,1
0,26576,3,3,1,631,0,186,241,1,0,1,1,3
2,27795,1,9,3,1345,0,175,80,0,1,1,0,2
1,5640,2,1,3,2250,0,178,217,0,1,0,0,0
2,10845,2,7,3,1458,1,33,155,3,1,1,0,2
1,28303,2,4,0,35,0,168,83,2,0,0,0,0
2,39834,0,0,1,2574,0,209,286,0,0,0,1,2
1,36666,2,6,0,405,2,12,60,0,1,0,1,0
2,25773,0,8,2,3530,2,133,289,1,1,0,0,3
2,22256,2,7,0,833,0,126,99,3,1,1,0,2
2,18756,1,5,1,2089,1,91,209,0,0,1,1,2
1,19962,3,6,0,3585,0,286,106,0,0,0,0,3
0,7754,1,4,1,3071,0,75,250,1,1,1,1,3
2,1263,0,5,2,1985,1,4,243,0,0,1,0,1
1,37337,1,1,0,631,2,210,4,2,0,0,0,2
1,31281,3,6,2,4033,0,73,117,1,0,0,0,0
1,35839,1,7,0,3383,1,156,203,2,0,0,1,0
0,27294,0,8,2,1278,0,8,182,1,1,0,0,2
0,28558,3,6,3,3513,2,39,1,1,1,0,0,1
0,35691,2,3,3,1468,1,27,110,1,1,1,0,2
2,27654,3,5,0,3123,0,291,150,0,1,1,0,3
2,32702,0,5,3,966,2,291,264,1,1,0,0,1
1,22138,2,6,1,2081,1,259,73,2,1,1,0,3
1,25845,2,4,2,3386,2,200,30,2,0,0,0,0
2,8679,3,3,3,148,0,135,123,1,1,1,0,0
1,23979,1,7,2,2434,1,44,46,2,1,1,0,1
1,2260,3,3,3,4360,1,59,57,3,0,0,0,3
0,27234,0,7,1,871,2,209,41,0,0,1,0,3
2,29890,3,3,0,1633,0,282,101,3,0,1,0,2
0,37885,1,2,2,1252,1,151,47,0,1,1,0,1
1,19157,0,8,3,4234,0,174,92,0,1,0,0,2
2,12721,0,2,1,3390,1,118,200,2,1,1,1,2
0,37582,0,3,1,2779,0,26,136,0,0,1,1,1
2,27317,0,2,3,2474,1,169,136,3,1,1,0,0
1,23345,2,8,2,1981,1,130,107,2,0,0,0,1
1,28543,1,1,1,2790,1,60,75,2,0,0,1,1
1,31832,2,4,0,2571,2,146,141,3,1,1,0,3
2,14868,2,0,2,1714,2,183,178,1,1,1,0,3
2,31242,0,7,2,3742,2,18,296,0,1,0,0,1
0,17018,2,4,2,3602,2,37,4,0,1,0,0,3
2,550,1,0,2,1389,0,72,92,1,1,1,0,3
0,8913,2,9,2,3875,1,231,100,0,1,0,0,2
0,11492,3,6,1,2765,2,107,91,2,0,1,0,1
0,28470,0,6,1,2914,1,118,296,3,1,0,1,3
2,13967,3,2,0,2935,2,152,79,3,0,0,0,3
2,8698,3,9,0,156,1,165,228,2,0,1,1,2
2,33443,0,9,2,3676,2,147,180,2,1,0,0,2
0,33046,0,6,0,3477,0,135,264,3,1,1,1,0
1,21087,1,3,3,4033,1,256,4,1,1,0,0,1
0,10384,2,2,0,3589,2,83,218,1,1,0,1,2
0,6099,1,3,2,3639,1,8,63,0,1,0,0,2
0,33781,2,8,0,1424,2,43,112,2,0,1,1,0
2,31596,1,9,3,444,0,112,192,1,1,0,0,3
0,19516,2,8,0,2559,0,51,89,0,0,0,1,3
0,1094,1,5,0,456,1,39,135,0,1,1,1,3
0,11887,3,3,1,3819,2,136,172,2,1,1,1,3
1,22882,1,0,0,110,0,202,50,3,1,0,0,0
2,7158,1,9,0,3869,1,124,16,3,0,1,0,2
0,3413,2,4,1,98,1,57,274,1,1,0,1,1
0,8799,0,6,0,3349,2,135,21,0,1,0,0,2
1,4708,1,7,3,355,0,39,275,3,0,0,0,0
2,17693,3,4,3,4053,2,173,31,3,0,1,0,1
0,35088,3,5,0,3767,1,74,142,2,0,1,1,2
2,347,0,6,0,4304,1,116,57,1,0,0,0,0
0,16625,1,2,1,1012,1,267,213,3,0,1,0,0
0,35038,1,2,1,489,0,140,207,3,1,1,1,0
2,34511,3,7,0,674,1,57,61,0,0,1,1,2
1,15871,0,5,0,3834,1,278,109,2,0,0,0,1
0,26492,3,6,2,4356,2,51,122,0,0,1,0,0
2,5264,0,6,2,4365,1,187,209,3,1,1,0,3
